Food_Type,Quantity,Preparation_Time,Storage_Hours,Temperature,Food_Safe
Fruits,71.5,15.5,49.7,22.8,Yes
Vegetables,32.6,4.6,27.2,1.6,No
Fruits,41.5,32.6,36.8,23.7,No
Rice,10.0,67.2,13.1,61.8,No
Rice,39.9,51.4,17.9,50.4,Yes
Dairy Products,24.2,15.0,5.9,20.1,No
Bread,30.6,16.4,29.0,9.1,No
Fruits,17.4,35.2,71.2,7.4,No
Rice,11.8,1.6,6.2,0.7,No
Fast Food,12.1,25.2,3.8,41.0,Yes
Rice,17.8,28.8,14.9,8.7,Yes
Curry,21.8,20.4,6.2,31.3,Yes
Rice,31.9,50.5,6.5,13.7,Yes
Bread,18.2,54.1,48.7,1.5,No
Vegetables,25.3,25.9,71.7,-3.9,No
Dairy Products,15.2,9.4,11.1,-0.7,No
Rice,20.4,19.0,2.4,21.0,Yes
Vegetables,29.2,45.1,30.4,22.0,No
Dairy Products,4.1,35.4,11.5,20.1,No
Vegetables,28.1,51.5,35.9,15.9,Yes
Curry,37.0,21.3,4.7,42.9,Yes
Dairy Products,6.0,36.3,4.9,16.6,No
Curry,25.8,74.3,2.5,50.8,Yes
Vegetables,51.5,56.7,23.7,6.2,Yes
Dairy Products,3.6,14.8,9.0,24.2,No
Vegetables,60.6,51.0,12.0,11.6,Yes
Fruits,75.0,41.5,35.2,8.2,Yes
Vegetables,32.8,14.7,43.6,39.5,No
Vegetables,45.3,48.2,60.4,34.2,No
Fruits,58.0,3.1,81.0,25.7,No
Fruits,69.1,3.2,45.3,6.7,Yes
Dairy Products,23.5,25.9,6.6,-4.2,No
Bread,48.9,126.0,52.3,2.0,No
Dairy Products,19.8,17.1,1.9,-0.2,Yes
Fast Food,20.0,43.3,2.5,50.8,No
Fast Food,12.6,15.9,2.3,54.0,Yes
Fast Food,6.9,15.6,2.1,32.8,Yes
Vegetables,20.0,2.1,10.5,18.5,No
Vegetables,26.0,17.5,68.1,2.1,Yes
Dairy Products,13.8,11.8,9.1,17.9,No
Fast Food,10.2,38.2,0.7,13.0,Yes
Rice,13.7,64.9,13.5,84.7,No
Curry,38.9,77.3,9.0,40.1,Yes
Fast Food,23.2,38.9,5.3,36.0,No
Rice,33.8,5.8,4.4,13.6,Yes
Fast Food,18.5,7.2,1.6,37.4,Yes
Fast Food,18.9,49.1,4.8,71.3,No
Dairy Products,2.0,25.1,11.4,11.7,No
Fast Food,18.8,52.4,5.8,-0.2,No
Curry,11.0,88.7,10.5,53.6,Yes
Curry,2.6,73.1,8.5,3.2,No
Curry,21.4,7.3,3.8,47.7,Yes
Rice,27.3,70.3,6.1,52.1,No
Fruits,7.6,8.9,58.8,4.7,Yes
Rice,29.5,77.5,2.5,74.8,No
Vegetables,56.6,36.9,33.1,-5.0,Yes
Bread,30.1,34.7,36.8,25.7,Yes
Bread,52.2,44.9,20.2,28.1,Yes
Rice,48.9,85.1,9.0,23.7,Yes
Fruits,13.9,3.0,46.9,8.7,Yes
Bread,38.6,85.4,13.6,38.9,Yes
Bread,30.6,54.8,38.4,5.1,No
Curry,23.3,18.6,2.8,64.0,Yes
Vegetables,46.7,19.5,37.4,16.3,Yes
Fast Food,18.4,13.7,1.9,74.4,Yes
Curry,12.9,87.2,12.5,23.4,Yes
Fruits,61.3,0.3,101.5,-2.5,No
Fruits,61.6,0.9,76.2,4.4,Yes
Fast Food,10.0,19.3,4.9,22.7,Yes
Fast Food,6.2,30.2,5.2,4.1,No
Dairy Products,14.9,28.9,5.9,27.0,No
Dairy Products,28.8,28.3,3.4,27.6,No
Rice,3.7,30.8,9.9,34.4,Yes
Curry,35.4,8.9,14.7,60.9,No
Vegetables,21.6,12.0,6.8,6.0,Yes
Vegetables,37.6,17.5,2.1,29.7,Yes
Fast Food,9.7,46.4,4.6,13.3,No
Fruits,29.6,9.0,104.9,6.7,No
Curry,5.6,49.3,6.2,38.8,Yes
Rice,45.7,46.1,0.8,34.3,Yes
Fast Food,20.2,47.4,3.2,43.9,No
Vegetables,7.4,33.5,8.5,2.1,Yes
Vegetables,64.7,36.6,71.5,28.8,No
Fast Food,7.6,27.1,5.3,57.8,No
Curry,26.3,40.8,8.2,57.3,Yes
Rice,20.7,26.4,11.4,30.1,Yes
Fruits,12.9,38.5,63.3,29.6,No
Fast Food,20.7,55.5,5.4,55.8,No
Fast Food,4.6,18.5,1.1,40.3,Yes
Fast Food,4.1,20.9,0.9,69.0,Yes
Curry,12.8,50.9,4.4,79.3,No
Rice,7.7,80.9,8.2,70.1,No
Fast Food,18.9,44.4,2.6,33.0,No
Fast Food,10.1,48.9,1.0,9.9,Yes
Rice,9.0,18.9,17.0,61.7,Yes
Fruits,16.1,44.3,86.5,11.2,No
Fruits,2.3,17.1,45.7,38.3,No
Bread,50.4,70.8,61.1,15.0,No
Dairy Products,19.7,15.6,5.9,26.4,No
Rice,7.9,22.4,10.4,6.5,Yes
Fast Food,1.9,35.8,1.7,57.9,Yes
Fruits,66.0,18.9,19.3,18.3,No
Bread,52.9,25.3,12.1,24.9,Yes
Fast Food,7.4,19.3,4.8,23.2,No
Dairy Products,26.3,36.5,1.0,7.4,Yes
Curry,7.2,1.8,13.5,3.3,No
Fruits,37.7,18.7,97.1,14.8,No
Bread,29.1,135.9,18.9,16.1,Yes
Dairy Products,21.8,19.1,9.1,23.1,No
Vegetables,10.0,56.5,16.6,-1.3,No
Bread,53.3,24.7,16.7,9.2,No
Dairy Products,29.2,26.7,6.5,14.0,No
Bread,25.9,102.6,41.9,46.7,No
Dairy Products,2.4,7.9,2.6,-0.3,No
Curry,16.5,1.4,7.5,72.2,No
Fruits,36.7,9.7,67.3,19.6,Yes
Dairy Products,23.3,37.0,4.4,24.5,No
Fast Food,14.2,39.8,4.2,24.1,No
Fast Food,9.8,38.5,5.8,5.7,No
Fast Food,3.7,33.0,2.1,69.2,No
Vegetables,68.9,5.0,62.5,17.7,Yes
Curry,6.5,81.7,11.8,12.9,Yes
Vegetables,54.8,33.8,38.4,-2.9,No
Curry,28.1,119.7,2.9,9.3,Yes
Curry,33.9,90.1,2.7,79.8,No
Bread,3.9,145.7,29.2,19.5,No
Fruits,38.0,6.1,101.4,-5.0,No
Dairy Products,10.0,36.9,7.6,26.7,No
Curry,6.6,98.7,11.6,67.6,No
Fruits,63.1,29.1,42.5,3.7,Yes
Curry,38.6,33.1,13.4,6.1,Yes
Curry,18.3,80.7,11.5,-4.0,No
Vegetables,8.1,37.7,34.2,24.7,No
Vegetables,52.3,27.3,5.5,39.1,Yes
Bread,57.0,15.7,60.4,12.8,No
Vegetables,12.6,42.6,62.4,16.9,Yes
Rice,5.3,65.9,17.3,72.9,No
Fast Food,17.8,25.9,0.8,3.9,Yes
Bread,38.8,56.0,48.2,12.6,No
Rice,35.9,43.7,10.8,14.9,Yes
Rice,49.9,74.4,9.0,49.6,Yes
Vegetables,61.1,40.1,3.5,-0.1,No
Vegetables,7.5,58.0,17.6,21.1,Yes
Fruits,65.4,32.3,4.8,24.1,No
Vegetables,60.6,2.2,29.0,31.2,No
Dairy Products,27.3,8.6,2.6,15.8,Yes
Fruits,64.3,32.8,91.8,6.4,No
Bread,58.4,44.8,32.4,2.4,No
Fast Food,20.0,12.6,4.7,41.5,Yes
Fast Food,9.4,48.9,5.1,67.8,No
Vegetables,52.1,50.2,16.8,32.3,No
Dairy Products,12.8,24.9,7.9,20.0,No
Bread,20.9,71.3,26.3,8.0,No
Rice,10.3,27.9,9.4,52.8,Yes
Vegetables,13.3,37.1,5.9,-0.8,No
Fast Food,7.3,43.0,3.4,28.7,Yes
Fast Food,23.9,48.9,5.4,20.0,No
Bread,60.0,72.0,3.4,27.4,Yes
Rice,25.2,75.0,17.7,17.1,No
Curry,1.5,29.2,0.8,50.1,Yes
Vegetables,39.0,34.1,30.0,33.2,No
Fruits,60.0,31.8,106.1,31.2,No
Bread,54.1,141.2,23.4,17.9,Yes
Bread,51.7,148.1,18.2,26.9,Yes
Dairy Products,14.8,12.5,9.8,14.9,No
Fast Food,24.6,27.9,3.7,-0.5,No
Vegetables,31.1,57.2,12.8,20.2,No
Bread,29.1,108.9,5.1,17.7,Yes
Vegetables,18.4,53.8,2.5,21.9,No
Fruits,18.0,20.3,58.4,25.4,No
Fast Food,22.0,56.8,1.3,40.9,Yes
Fast Food,1.2,36.6,4.4,25.5,No
Vegetables,5.4,24.8,12.0,3.8,Yes
Fast Food,5.3,39.0,3.2,5.2,No
Vegetables,49.4,41.1,58.1,12.2,No
Curry,4.7,42.6,10.8,74.1,No
Bread,24.7,41.7,71.0,31.7,No
Vegetables,18.8,52.8,4.9,20.1,No
Curry,1.1,118.2,0.7,24.4,Yes
Vegetables,26.9,4.2,12.8,23.6,Yes
Curry,39.1,11.6,10.4,8.9,No
Fruits,56.8,39.6,19.6,1.7,No
Vegetables,3.7,32.3,69.0,37.3,No
Bread,7.4,105.6,42.7,8.4,No
Vegetables,11.7,36.8,24.6,15.5,Yes
Fast Food,11.8,7.0,3.5,23.8,Yes
Fast Food,12.8,47.6,0.7,-0.0,No
Fast Food,21.2,39.6,4.7,45.2,No
Dairy Products,20.0,36.5,7.0,18.2,No
Dairy Products,6.8,12.8,5.7,1.5,No
Fruits,35.4,3.7,3.1,-0.3,Yes
Fruits,25.2,44.7,83.4,29.7,No
Fast Food,2.0,56.8,2.2,44.9,Yes
Curry,26.0,88.7,8.2,-0.8,No
Bread,57.9,17.3,59.5,43.7,No
Fast Food,5.3,22.2,4.3,72.4,No
Curry,28.8,8.8,3.5,13.6,Yes
Rice,46.2,18.5,12.6,78.2,No
Dairy Products,24.6,33.3,11.8,27.6,No
Fast Food,10.6,9.4,3.8,47.8,Yes
Dairy Products,17.5,34.5,7.7,1.8,No
Fruits,55.5,18.7,45.0,7.5,Yes
Bread,36.4,97.7,28.8,34.8,No
Rice,32.2,10.4,16.3,39.0,Yes
Curry,37.8,30.8,10.4,78.8,No
Bread,17.8,89.8,8.3,6.0,Yes
Rice,28.2,44.8,2.7,84.6,No
Rice,12.2,75.0,3.7,63.6,Yes
Fruits,49.6,19.7,15.8,21.9,No
Fast Food,24.4,46.1,4.5,-1.3,No
Bread,51.7,45.1,13.1,23.1,Yes
Fruits,31.0,42.6,54.9,5.1,No
Dairy Products,21.9,1.0,5.6,22.8,No
Vegetables,12.1,32.8,23.2,0.0,No
Vegetables,2.2,43.2,52.3,9.5,No
Dairy Products,7.8,15.2,7.0,21.9,No
Fast Food,6.4,37.7,3.6,1.3,No
Vegetables,45.5,16.9,44.5,15.2,Yes
Vegetables,18.3,58.8,46.0,16.6,No
Vegetables,61.7,13.4,21.0,27.9,Yes
Bread,53.0,61.5,2.0,40.3,Yes
Fruits,57.1,24.4,24.9,13.1,Yes
Curry,37.7,50.5,6.6,61.0,Yes
Fruits,29.7,14.7,43.4,27.5,No
Dairy Products,6.5,7.8,10.5,16.8,No
Vegetables,60.5,47.5,27.3,8.8,No
Rice,27.6,40.7,16.3,81.0,No
Rice,10.8,30.4,16.1,54.4,Yes
Curry,37.8,2.9,3.5,46.1,Yes
Fast Food,4.7,24.1,4.8,11.8,Yes
Curry,34.9,15.7,14.0,23.5,Yes
Vegetables,51.7,52.6,48.8,30.4,No
Fast Food,21.9,19.9,1.0,74.2,Yes
Curry,13.0,7.9,9.5,23.4,No
Fruits,27.8,7.9,33.1,31.1,No
Curry,17.2,63.9,9.5,9.2,Yes
Dairy Products,29.5,27.6,10.9,27.2,No
Fruits,8.7,1.8,95.1,16.3,No
Vegetables,48.5,49.1,67.1,21.3,No
Fruits,75.8,25.5,95.7,39.5,No
Curry,6.3,36.0,6.2,8.5,Yes
Dairy Products,10.3,28.5,11.4,-2.3,No
Rice,31.5,53.1,17.9,27.9,Yes
Bread,58.9,136.6,2.2,15.9,Yes
Dairy Products,9.9,18.0,5.5,-3.7,No
Dairy Products,3.3,22.1,2.0,27.3,Yes
Rice,15.8,18.0,8.7,30.0,Yes
Dairy Products,11.9,14.7,6.4,27.8,No
Curry,37.8,86.3,8.5,39.0,Yes
Dairy Products,3.5,26.6,4.2,11.8,No
Fast Food,19.3,14.6,1.5,0.5,Yes
Fast Food,3.1,4.5,4.5,57.6,Yes
Rice,8.7,56.4,15.7,36.5,No
Vegetables,9.4,42.2,14.8,28.6,No
Dairy Products,28.6,0.2,9.6,2.7,No
Fruits,26.3,23.8,51.7,3.9,Yes
Dairy Products,6.4,11.5,8.3,23.5,No
Vegetables,1.4,10.6,14.6,1.5,Yes
Dairy Products,4.6,30.5,2.7,23.0,No
Curry,16.4,100.3,4.8,32.1,Yes
Fruits,20.8,15.5,26.4,-4.7,No
Bread,45.5,19.1,5.0,17.2,Yes
Fast Food,20.6,4.8,4.7,55.9,No
Bread,35.7,138.3,26.3,34.1,No
Vegetables,19.1,50.4,32.7,28.4,No
Bread,46.0,53.9,71.9,9.5,No
Dairy Products,11.2,18.6,5.8,25.5,No
Fruits,69.6,20.9,16.9,28.2,No
Fast Food,4.3,19.0,5.9,48.7,No
Fruits,63.5,29.8,19.1,21.7,No
Rice,20.2,13.5,6.4,-3.0,No
Fast Food,23.9,33.0,1.8,36.4,Yes
Fruits,75.8,7.2,104.7,-2.3,No
Bread,42.7,95.1,10.6,25.9,Yes
Fruits,39.8,43.1,68.4,10.2,Yes
Fruits,49.3,27.0,57.4,10.3,No
Bread,34.4,76.3,1.8,18.5,Yes
Dairy Products,7.8,34.9,4.1,25.2,No
Vegetables,24.5,47.6,50.4,35.6,No
Curry,28.6,73.1,12.3,17.4,No
Bread,31.1,23.4,54.1,31.2,No
Fruits,48.6,40.1,103.5,7.0,No
Fast Food,19.5,42.7,2.5,61.1,No
Dairy Products,1.1,14.2,7.6,13.5,No
Fruits,78.8,27.2,58.2,32.1,No
Vegetables,9.3,44.0,53.1,3.8,No
Curry,31.8,50.8,12.4,-4.0,No
Bread,2.5,101.2,55.0,3.9,No
Fruits,50.4,25.0,64.3,29.1,No
Fruits,22.8,31.8,49.2,2.3,No
Rice,3.6,29.4,8.8,7.8,Yes
Vegetables,2.8,26.1,23.7,3.0,Yes
Dairy Products,9.2,22.6,7.0,24.1,No
Fruits,6.0,3.1,16.8,18.5,Yes
Rice,38.0,87.5,6.4,32.1,Yes
Fruits,44.1,23.6,69.5,12.8,No
Fast Food,6.0,9.5,4.7,68.8,No
Dairy Products,20.8,1.0,7.9,18.0,No
Curry,30.6,114.0,14.3,7.4,No
Fast Food,16.2,23.7,3.3,19.6,Yes
Vegetables,5.7,12.0,3.1,5.3,Yes
Dairy Products,3.3,35.3,6.4,22.4,No
Vegetables,1.5,37.7,45.0,7.0,No
Curry,33.6,90.5,4.2,12.6,Yes
Rice,32.9,40.6,8.3,82.1,Yes
Curry,8.2,5.0,12.2,61.9,No
Fast Food,14.7,44.8,5.1,52.3,No
Bread,28.4,100.7,16.9,44.5,Yes
Vegetables,2.6,0.7,59.8,33.7,No
Dairy Products,10.5,39.4,7.4,0.5,No
Vegetables,20.7,59.2,61.8,6.2,No
Fast Food,1.7,3.0,0.6,18.3,Yes
Fruits,58.6,43.3,11.0,11.6,Yes
Dairy Products,26.4,3.0,5.3,-4.3,No
Bread,9.4,74.0,67.2,49.2,No
Dairy Products,22.6,27.3,0.8,25.7,No
Rice,5.2,21.1,15.7,47.2,Yes
Rice,35.4,43.2,13.3,8.8,Yes
Rice,2.8,38.9,8.6,10.8,No
Dairy Products,2.8,30.8,3.7,4.3,Yes
Rice,33.9,86.7,3.8,57.1,Yes
Fast Food,14.5,51.4,3.6,54.8,No
Bread,22.5,93.7,33.1,23.6,Yes
Dairy Products,17.0,5.8,9.0,6.4,Yes
Bread,28.6,58.6,21.4,40.7,Yes
Dairy Products,16.7,14.4,5.5,14.9,No
Bread,39.1,73.1,39.1,34.0,Yes
Vegetables,64.4,59.0,10.9,10.4,Yes
Fast Food,20.2,8.4,5.0,12.5,No
Fast Food,11.1,6.7,3.3,-1.4,No
Bread,56.1,103.0,12.3,11.3,Yes
Fruits,10.2,32.9,86.2,19.7,No
Curry,23.5,90.0,10.5,83.9,No
Curry,33.5,107.4,3.2,-4.9,Yes
Fast Food,3.6,8.7,0.9,75.8,Yes
Bread,49.7,85.9,7.4,40.7,No
Bread,8.1,36.0,56.0,3.6,No
Fruits,75.6,29.8,1.6,21.9,No
Curry,12.8,74.3,13.8,52.2,Yes
Rice,25.5,31.6,5.0,37.6,Yes
Fast Food,3.4,41.3,3.9,24.8,Yes
Rice,19.6,86.6,13.8,2.8,No
Rice,13.0,74.8,11.5,3.5,No
Curry,24.5,56.3,5.2,44.7,Yes
Curry,24.9,11.4,10.4,48.4,No
Vegetables,31.7,30.1,33.6,26.4,No
Dairy Products,22.0,10.1,1.9,12.1,No
Bread,51.4,15.6,43.5,21.3,No
Curry,19.8,29.9,6.1,62.0,Yes
Fast Food,10.0,18.1,1.7,68.6,Yes
Curry,28.8,97.0,14.2,5.4,No
Dairy Products,29.4,24.2,0.8,11.4,No
Rice,35.7,80.8,6.9,43.9,No
Bread,26.7,108.3,5.3,4.4,Yes
Fruits,32.7,41.4,98.0,34.4,No
Rice,29.0,59.8,8.3,84.7,No
Fruits,6.3,35.5,20.4,13.6,Yes
Curry,6.7,16.0,10.7,-4.0,No
Rice,26.7,23.9,9.8,22.3,Yes
Curry,34.6,96.1,3.2,37.7,Yes
Curry,16.1,76.0,8.4,67.3,No
Fast Food,13.2,51.7,0.9,38.6,Yes
Curry,10.6,90.4,12.7,27.6,No
Fruits,5.7,19.4,94.1,30.1,No
Fruits,36.5,37.6,24.7,35.8,Yes
Fruits,52.0,34.0,17.4,22.0,No
Fruits,48.4,18.8,60.9,26.7,No
Bread,17.4,49.3,47.0,49.3,No
Vegetables,23.6,18.5,68.3,18.0,Yes
Dairy Products,17.2,27.3,7.4,20.9,No
Rice,34.9,87.8,9.8,50.5,No
Bread,52.6,93.2,16.8,46.3,Yes
Vegetables,14.2,58.3,14.2,10.1,Yes
Bread,36.3,103.8,14.0,30.7,Yes
Curry,27.8,43.4,8.4,23.9,Yes
Vegetables,13.0,43.5,63.1,23.7,No
Curry,35.6,97.1,5.9,30.2,Yes
Fruits,43.5,6.6,65.6,6.4,Yes
Fruits,1.3,8.5,100.9,36.8,No
Vegetables,57.7,30.7,30.6,7.0,Yes
Vegetables,8.5,26.2,22.9,1.3,No
Rice,42.5,25.0,10.1,19.2,Yes
Curry,2.6,79.2,1.4,5.0,Yes
Bread,26.4,42.3,44.7,28.5,Yes
Bread,50.6,31.2,40.1,15.8,Yes
Curry,22.1,2.1,2.8,46.4,Yes
Fast Food,12.7,5.7,5.1,13.8,Yes
Curry,36.8,33.5,0.5,55.4,Yes
Fast Food,10.3,12.8,1.1,2.0,Yes
Curry,29.8,46.1,9.4,29.2,Yes
Curry,35.4,59.0,11.9,42.2,Yes
Vegetables,43.5,50.3,43.9,11.8,Yes
Fast Food,17.8,22.7,4.8,12.6,Yes
Bread,15.7,50.7,17.0,30.0,Yes
Dairy Products,28.1,9.8,8.5,9.9,No
Vegetables,24.8,22.9,35.6,27.6,No
Fruits,21.1,10.3,39.9,39.9,No
Curry,34.3,77.4,9.2,67.9,No
Bread,3.8,42.0,51.1,7.9,No
Rice,13.3,47.3,5.0,8.4,Yes
Bread,52.4,36.0,29.8,8.3,No
Vegetables,4.6,39.3,56.6,37.9,No
Bread,33.3,141.9,64.5,11.8,No
Vegetables,50.2,4.0,7.8,31.8,No
Fast Food,12.1,45.7,4.5,8.0,No
Fast Food,1.2,51.3,4.7,38.6,Yes
Rice,20.3,15.0,8.7,71.2,No
Fast Food,9.8,47.0,3.0,33.7,Yes
Curry,26.0,90.5,1.5,29.0,Yes
Vegetables,56.1,40.7,28.7,19.4,Yes
Fruits,77.0,42.4,38.5,22.2,No
Fast Food,7.0,56.2,1.4,67.9,No
Curry,3.9,119.4,12.7,5.4,No
Fruits,24.7,1.1,52.9,28.8,No
Fruits,69.4,35.6,81.0,24.2,No
Curry,1.6,27.2,6.9,38.8,Yes
Bread,53.1,74.9,30.2,2.6,No
Bread,23.1,59.1,65.5,44.4,No
Vegetables,21.3,49.3,39.9,-3.2,No
Rice,18.3,17.4,16.6,9.9,Yes
Dairy Products,21.6,10.8,0.8,2.2,Yes
Fruits,32.9,35.9,50.0,23.0,No
Fast Food,13.4,7.4,2.9,36.4,Yes
Dairy Products,23.6,29.1,7.0,-2.8,No
Bread,40.0,71.6,52.2,13.4,Yes
Rice,31.2,24.8,4.4,-1.0,No
Curry,17.3,23.2,12.1,74.5,No
Bread,59.4,39.5,71.4,8.2,No
Fast Food,2.6,28.1,5.9,73.6,No
Dairy Products,14.3,36.0,7.6,27.3,No
Vegetables,39.5,53.4,58.7,9.9,Yes
Curry,27.0,100.2,9.1,56.4,No
Curry,32.8,52.1,4.4,79.6,Yes
Rice,47.7,27.0,15.6,4.6,Yes
Fast Food,19.8,52.8,1.9,71.9,Yes
Vegetables,26.0,44.6,30.5,9.9,No
Vegetables,34.2,55.7,5.2,9.1,Yes
Fruits,65.4,6.9,51.4,-3.6,No
Bread,14.9,133.1,35.7,47.9,No
Fruits,68.1,12.9,66.1,2.4,Yes
Vegetables,27.0,5.0,6.4,30.8,No
Fruits,39.9,4.2,104.8,31.4,No
Rice,24.1,2.9,5.6,70.9,No
Dairy Products,17.6,1.6,10.8,5.9,Yes
Rice,49.4,55.3,14.9,12.3,Yes
Fast Food,24.8,6.5,3.8,47.3,Yes
Bread,9.2,74.7,61.4,7.9,No
Rice,25.3,20.1,5.5,30.4,Yes
Dairy Products,14.7,18.1,11.4,5.1,No
Fruits,64.8,10.6,106.3,8.9,Yes
Fruits,12.7,7.0,9.0,21.4,No
Fruits,11.0,32.5,30.9,10.0,No
Dairy Products,15.0,16.4,11.2,17.1,No
Bread,56.3,39.4,34.3,1.7,No
Bread,4.9,14.4,61.5,12.6,No
Fruits,53.0,17.9,76.7,9.6,No
Dairy Products,29.0,16.9,4.1,25.2,No
Rice,43.6,14.8,4.9,3.4,Yes
Curry,2.6,16.8,7.9,39.6,No
Dairy Products,6.2,1.5,0.6,6.9,Yes
Bread,20.9,24.6,55.7,48.5,No
Bread,41.1,130.1,53.7,13.7,Yes
Vegetables,43.3,36.7,31.6,37.7,No
Dairy Products,18.1,11.6,12.0,10.1,No
Fruits,47.6,43.4,7.3,32.3,No
Vegetables,40.5,55.4,60.2,5.0,No
Fast Food,6.5,54.3,1.9,17.6,Yes
Curry,38.1,53.9,6.3,33.7,Yes
Vegetables,57.2,32.8,30.3,17.6,Yes
Fast Food,15.4,3.1,5.9,13.1,No
Fast Food,3.8,14.1,5.9,42.7,Yes
Dairy Products,6.8,27.4,1.4,16.3,No
Rice,7.4,67.4,5.0,54.2,Yes
Curry,36.3,24.5,2.9,3.8,Yes
Vegetables,48.7,38.3,6.0,2.0,Yes
Curry,3.6,92.4,11.5,19.3,No
Bread,8.2,117.2,56.2,23.3,Yes
Bread,47.3,59.9,7.1,8.8,Yes
Bread,43.8,137.5,44.9,48.5,No
Curry,6.7,19.2,12.3,43.1,No
Rice,17.7,35.0,13.7,4.3,Yes
Curry,7.5,74.5,7.5,47.8,Yes
Fast Food,16.8,54.8,3.2,60.5,No
Curry,36.1,4.4,3.2,46.4,No
Dairy Products,10.8,30.0,0.6,5.4,Yes
Fast Food,3.3,31.2,4.7,45.4,Yes
Vegetables,51.1,20.4,45.2,-3.5,No
Curry,13.2,98.7,4.8,72.3,No
Dairy Products,29.0,5.5,3.5,7.5,Yes
Fast Food,10.9,4.5,3.4,1.4,No
Fruits,2.8,44.2,35.7,27.0,Yes
Vegetables,42.4,6.0,8.6,38.9,Yes
Rice,9.9,19.1,14.5,15.8,Yes
Fast Food,14.0,51.6,5.0,41.7,Yes
Bread,54.5,102.1,7.7,20.2,Yes
Fruits,8.3,15.0,80.2,1.2,No
Rice,6.2,42.9,8.7,27.5,Yes
Curry,24.0,67.3,12.0,2.4,No
Dairy Products,26.1,25.2,0.7,2.2,Yes
Dairy Products,28.8,34.6,6.4,27.7,No
Bread,35.0,112.2,60.7,24.6,Yes
Curry,24.9,46.6,12.5,21.3,Yes
Fruits,72.9,12.9,27.3,33.5,No
Bread,39.3,79.7,70.4,20.3,Yes
Dairy Products,4.7,7.4,7.9,-1.0,No
Dairy Products,2.2,39.9,9.1,19.1,No
Curry,11.8,13.5,0.5,13.9,Yes
Fruits,9.4,9.3,16.0,27.6,Yes
Bread,58.7,63.0,37.6,13.8,Yes
Curry,16.2,22.6,10.2,80.2,No
Bread,26.8,45.3,31.5,7.9,No
Dairy Products,14.3,11.6,5.3,24.1,No
Curry,17.6,1.7,11.9,42.7,No
Bread,39.0,72.9,49.7,13.8,Yes
Bread,10.5,40.9,65.2,0.9,No
Fruits,18.3,42.7,55.3,37.0,No
Vegetables,18.6,5.9,62.1,18.2,Yes
Rice,4.1,86.1,2.4,75.9,No
Fast Food,24.0,55.9,5.2,43.8,No
Dairy Products,15.4,21.1,2.2,-4.4,Yes
Fruits,45.9,0.1,21.3,-0.1,Yes
Bread,42.1,48.1,14.8,20.1,Yes
Vegetables,39.9,5.8,34.2,3.8,No
Fast Food,9.1,28.3,1.8,23.3,Yes
Rice,34.8,9.3,16.2,15.8,No
Fruits,33.6,44.8,8.3,25.6,No
Dairy Products,4.9,29.5,3.0,-1.8,No
Fruits,10.5,12.6,63.8,15.2,Yes
Curry,24.9,11.2,4.1,48.8,Yes
Rice,24.3,24.9,3.4,63.2,Yes
Fast Food,24.8,47.7,5.4,3.5,No
Vegetables,20.2,25.6,25.5,11.1,Yes
Rice,37.2,88.3,10.5,55.1,No
Curry,29.8,87.9,3.3,13.8,Yes
Rice,33.4,20.3,2.9,5.6,Yes
Bread,38.0,133.2,21.9,34.3,No
Fast Food,22.6,28.4,0.5,26.8,Yes
Rice,5.2,14.2,1.8,32.4,Yes
Bread,43.1,109.9,63.7,26.5,Yes
Vegetables,68.9,53.2,11.8,39.9,Yes
Curry,38.2,51.0,9.4,66.5,No
Vegetables,15.8,44.0,55.7,-4.1,No
Fast Food,13.9,55.6,5.3,4.8,No
Curry,29.7,64.0,12.9,45.4,Yes
Dairy Products,22.4,5.4,6.5,12.8,No
Curry,36.4,61.0,9.3,74.6,No
Rice,17.6,48.4,5.0,24.9,Yes
Rice,22.0,76.5,4.1,67.3,No
Vegetables,11.2,26.5,30.7,23.5,No
Fruits,14.0,12.4,91.6,-3.7,No
Fast Food,17.0,1.5,5.0,-2.4,No
Rice,5.0,17.1,17.2,3.8,Yes
Dairy Products,11.8,31.5,9.1,15.0,No
Bread,23.4,26.1,65.9,32.3,No
Curry,4.3,97.5,9.2,46.9,No
Vegetables,63.8,4.6,13.1,29.3,No
Bread,23.4,15.7,31.6,1.3,No
Dairy Products,8.6,9.8,4.5,6.3,Yes
Bread,32.3,66.7,40.8,11.8,Yes
Vegetables,16.7,19.3,47.8,11.5,Yes
Fruits,58.6,24.9,4.7,16.1,Yes
Fruits,48.6,27.6,50.0,11.0,Yes
Fast Food,16.3,56.3,5.6,10.7,No
Fast Food,2.1,7.3,2.7,66.0,No
Vegetables,52.0,15.7,52.9,38.3,No
Fruits,40.4,41.9,55.9,12.0,Yes
Dairy Products,2.9,10.7,2.3,-2.8,Yes
Dairy Products,9.6,6.8,7.1,17.1,No
Bread,10.4,44.0,30.5,35.8,No
Fruits,17.9,13.9,84.2,-1.3,No
Bread,56.8,98.4,11.7,47.3,Yes
Fast Food,22.0,11.2,4.8,56.3,Yes
Dairy Products,6.4,7.7,10.5,19.1,No
Fruits,25.3,35.6,93.3,18.1,Yes
Vegetables,64.2,1.3,16.6,-0.1,No
Vegetables,13.3,58.9,24.2,38.8,No
Dairy Products,21.0,1.5,8.4,-3.1,No
Curry,36.7,25.1,11.6,27.0,Yes
